"ref_id","reference"
"Ref0876","Klanicová, E. 1997: Archeologické lokality na katastru města Podivín (okr. Břeclav). Jižní Morava 33, 135-158."
"Ref0877","Klanicová, E., Peška, J., Vitula, P. 1994: Archeologické lokality na katastru obce Bulhary (01616). Jižní Morava 30, 205-224."
"Ref0878","Klíma, B. 1963: Silůvky. Excavation report č.j. 41/63 Institute of Archaeology of the CAS Brno"
"Ref0879","Klíma, B. 1971: Mikulov „Jelení louka“ o. Břeclav. Excavation report č.j. 1618/71. Institute of Archaeology of the CAS Brno."
"Ref0880","Knotková, J. 2011: Kultura s lineární keramikou v Pooslaví a Pojihlaví na Třebíčsku. Manuscript of BA thesis. Masaryk University, Brno. On-line: https://is.muni.cz/th/q1q7x/?fakulta=1421"
"Ref0881","Knotková, J., Kuča, M. 2013: Nové archeologické nálezy z katastru Popůvek, okres Třebíč. Západní Morava 17, 107-113."
"Ref0882","KO_OS_5001"
"Ref0883","KO/ČESKÝ BROD//881"
"Ref0884","KO/CHOTOUCHOV/1936/961"
"Ref0885","KO/MLÉKOVICE /1936/239"
"Ref0886","KO/PŘEBOZY/1936/370"
"Ref0887","KO/PŘISTOUPIM//377"
"Ref0888","Kohoutek, J. 1992: Nová pravěká výšinná sídliště na východní Moravě. Pravěk NŘ 2, 261-273."
"Ref0889","Kolbinger, D., Rakovský I., 1993: Zjišťovací výzkum na neolitickém sídlišti v Hulíně (okr. Kroměříž). Přehled výzkumů 1989, 22-23"
"Ref0890","Komoróczy, B., Klanicová, S., Sázelová, S., Vlach, M. 2011: Pasohlávky (k.ú. Mušov, okr. Břeclav). Přehled výzkumů 51, 321-322."
"Ref0891","Končelová, M. 2013: Neolitická sídelní aglomerace v prostoru dnešního Kolína. Manuscript of PhD thesis, Charles University, Praha. On-line: https://is.cuni.cz/webapps/zzp/detail/102133/"
"Ref0892","Končelová, M. 2013: Neolitická sídelní aglomerace v prostoru dnešního Kolína. Manuscript of PhD thesis. Chrales University, Praha. On-line: https://is.cuni.cz/webapps/zzp/detail/102133/?lang=en"
"Ref0893","Konopová, M. 2013: Sídliště nálevkovitých pohárů v Lazcích u Uničova a osídlení této kultury na Uničovsku. Manuscript of BA Thesis, Palacký University, Olomouc. On-line: https://theses.cz/id/pgt1u3/BAKALSK_PRCE_KONOPOV.pdf?lang=en"
"Ref0894","Kopřivová, J. 2020: Týnec u Dobrovice, okr. Mladá Boleslav. Archeologie ve středních Čechách 24/2, 639-640."
"Ref0895","Kos, P. 1997: Otevřená sídliště z mladého paleolitu a neolitu v jižní části Moravského krasu. Přehled výzkumů 1993-1994, 27-44."
"Ref0896","Kos, P. 1999: Mokrá (okr. Brno-venkov). Přehled výzkumů 39, 285-287."
"Ref0897","Kos, P. 1999: Mokrá-Horákov (k.ú. Mokrá u Brna, okr. Brno-venkov). Přehled výzkumů 40, 93."
"Ref0898","Kos, P. 2000: Podolí 2000. Excavation report 311/00. Ústav archeologické památkové péče Brno."
"Ref0899","Kos, P. 2000: Tvarožná 2000. Excavation report  310/00. Ústav archeologické památkové péče Brno."
"Ref0900","Kos, P. 2005: Modřice (okr. Brno-venkov). Přehled výzkumů 46, 225."
"Ref0901","Kos, P. 2006: Brno (k.ú. Slatina, okr. Brno-město). Přehled výzkumů 47, 122."
"Ref0902","Kos, P. 2008: Velatice (okr. Brno-venkov). Přehled výzkumů 49, 303-304"
"Ref0903","Kos, P. 2017: Mokrá-Horákov (k.ú. Mokrá, okr. Brno-venkov). Přehled výzkumů 58-1, 161."
"Ref0904","Kos, P. 2017b: Kobylnice (k.ú. Kobylnice u Brna, okr. Brno-venkov). Přehled výzkumů 58-1, 157."
"Ref0905","Kos, P. 2018: Brno (k.ú. Maloměřice, okr. Brno-město). Přehled výzkumů 59-1, 145."
"Ref0906","Kos, P. 2018: Šlapanice (k.ú. Šlapanice u Brna, okr. Brno-venkov). Přehled výzkumů 59-1, 138."
"Ref0907","Kos, P. 2019: Mokrá-Horákov (k.ú. Horákov, okr. Brno-venkov). Přehled výzkumů 60-1, 179-180."
"Ref0908","Kos, P., Kuča, M. 2010: Sivice (okr. Brno-venkov). Přehled výzkumů 51, 210."
"Ref0909","Kos, P., Parma, D. 2016: Modřice (okr. Brno-venkov). Přehled výzkumů 57-1, 166, 191-192"
"Ref0910","Kos, P., Šmíd, M. 1993: Ein Objekt der Trichterbecherkultur aus Velatice. Přehled výzkumů 1989, 30-31"
"Ref0911","Kos, P., Šmíd, M. 2013: Objekt kultury nálevkovitých pohárůs doklady metalurgie mědi z Podolí, okr. Brno-venkov. Pravěk NŘ 23, 57-76."
"Ref0912","Kostelníková, M. 1960: Záchranné akce v Mor. Nové Vsi (okr. Břeclav). Přehled výzkumů 1959, 144."
"Ref0913","Kostihová, B. 2011: Vybrané objekty ze sídliště kultury s moravskou malovanou keramikou z Horákova (okr. Brno-venkov). Manuscript of BA thesis. Masaryk University, Brno. On-line: https://is.muni.cz/th/djo9l/?fakulta=1421"
"Ref0914","Kostka, M. 2018: Časně eneolitický hliník u Bohdanečské ulice v Praze-Vinoři. Archeologie ve středních Čechách, 857-863."
"Ref0915","Kostrouch, F. 2011: Mutěnice (okr. Hodonín). Přehled výzkumů 52-1, 167."
"Ref0916","Koštuřík, P. 1972: Die Lengyel-Kultur in Mähren: die jüngere mährische bemalte Keramik. Academia. Praha."
"Ref0917","Koštuřík, P. 1975-1976: Stav výzkumu kultury s moravskou malovanou keramikou na Hradisku u Kramolína (okr. Třebíč). Sborník prací Filosofické fakulty brněnské univerzity E 20-21, 101-113"
"Ref0918","Koštuřík, P. 1975: Neolitické nálezy z tratě „Blatice“ u Habrovan. Přehled výzkumů 1974, 13."
"Ref0919","Koštuřík, P. 1979: Neolitické sídliště s malovanou keramikou u Jaroměřic n. R. Studie AÚ ČSAV v Brně VII. Academia. Praha."
"Ref0920","Koštuřík, P. 1982: Neolitické sídliště s malovanou keramikou u Hluku-Dolního Němčí. Sborník prací Filozofické fakulty brněnské univerzity E 31, 65-73."
"Ref0921","Koštuřík, P. 1987: Neolitické sídliště v Zastávce u Brna. Sborník prací Filosofické fakulty brněnské university E 32, 37-48."
"Ref0922","Koštuřík, P. 1991: Zjišťovací výzkum „Na hrádku“ u Lhánic /okr. Třebíč/. Přehled výzkumů 1988, 14-15."
"Ref0923","Koštuřík, P. 1994: Nálezy jordanovské kultury na Brněnsku. Pravěk NŘ 4, 65-77."
"Ref0924","Koštuřík, P. 1997: Poznámky k jordanovské kultuře na Moravě. Sborník prací Filozofické fakulty brněnské univerzity M2, 89-112."
"Ref0925","Koštuřík, P. 2007: Eneolitické osídlení hradiska u Kramolína ve středoevropských souvislostech. Brno: Masarykova univerzita."
"Ref0926","Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Brno: Muzejní a vlastivědná společnost"
"Ref0927","Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Brno: Muzejní a vlastivědná společnost."
"Ref0928","Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno"
"Ref0929","Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno."
"Ref0930","Koštuřík, P., Rakovský, I., Peške, L., Přichystal, A., Salaš, M., Svoboda, J. 1984: Sídliště mladšího stupně kultury s moravskou malovanou keramikou v Jezeřanech-Maršovicích. Památky archeologické XXXIV, 378-410."
"Ref0931","Koštuřík, P., Rumianová, A., Přichystal, A. 1998: Nálezy jordanovské keramiky z Drnovic a Radslavic (okr. Vyškov). Pravěk NŘ 1997/7, 129-147."
"Ref0932","Koštuřík, P., Šebela, L. 1994: Eneolitická sídliště v Dolních Věstonicích, okr. Břeclav. Pravěk NŘ 2, 183-204."
"Ref0933","Koštuřík, P., Stuchlíková, J., Stuchlík, S. 1982: Neolitické a eneolitické nálezy z jeskyně Turold u Mikulova, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 27, 75-92."
"Ref0934","Koštuřík, P., Unger, J. 1977-1978: Sídlištní objekt kultury s moravskou malovanou keramikou v trati „Pod Děvínem“ u Pavlova, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 22-23, 67-76."
"Ref0935","Koštuřík, P., Unger, J. 1982: Pravěké nálezy ze Šakvic, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 27, 286-290."
"Ref0936","Koštuřík, P., Unger, J. 1985: Neolitická sídliště lidu s moravskou malovanou keramikou u Divák, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 30, 41-72."
"Ref0937","Kotas, J. 1974: Keramika kultury nálevkovitých pohárů z hradiska v Lulči. Přehled výzkumů 1973, 20."
"Ref0938","Kotas, J. 1974: Výsledky dosavadního výzkumu na lokalitě Habrovany. Přehled výzkumů 73, 113-114."
"Ref0939","Kovářík J. 1980: Archaeologica Pragensia 1, 55-97"
"Ref0940","Kovářík J. 1981: Praehistorica VII, 85-89"
"Ref0941","Kovářík J. 1983: Archaeologica Pragensia 4,   137-168"
"Ref0942","Kovárník, J. 1975: Nové archeologické nálezy z okolí Jaroměřic n. R. (okr. Třebíč) . Přehled výzkumů 1974, 92-93"
"Ref0943","Kovárník, J. 1975: Nové archeologické nálezy z okolí Jaroměřic n/ R. (okr. Třebíč). Přehled výzkumů 1974, 92-93."
"Ref0944","Kovárník, J. 1975: Nové archeologické nálezy z okolí Jaroměřic n/R /okr. Třebíč/. Přehled výzkumů 1974, 92-93."
"Ref0945","Kovárník, J. 1977: Terénní průzkum horního toku Rokytné a Jevišovky. Přehled výzkumů 1975, 95-96."
"Ref0946","Kovárník, J. 1978: Další nálezy pravěkého osídlení regionu horního toku Rokytné /okr. Třebíč/. Přehled výzkumů 1976, 120-121."
"Ref0947","Kovárník, J. 1978: Jaroměřice n. Rok. V /okr. Třebíč/. Přehled výzkumů 1976, 120-121."
"Ref0948","Kovárník, J. 1978: Příštpo III /okr. Třebíč/. Přehled výzkumů 1976, 121."
"Ref0949","Kovárník, J. 1980: Nově zjištěné lokality pravěkého osídlení jihozápadní Moravy. Přehled výzkumů 1977, 114-116"
"Ref0950","Kovárník, J. 1980: Nově zjištěné lokality pravěkého osídlení jihozápadní Moravy. Přehled výzkumů 1977, 114-116."
"Ref0951","Kovárník, J. 1980: Příštpo /o. Třebíč/. Přehled výzkumů 1977, 115."
"Ref0952","Kovárník, J. 1980: Štěpánovice II /okr. Třebíč/. Přehled výzkumů 1977, 116."
"Ref0953","Kovárník, J. 1980a: Nově zjištěné lokality pravěkého osídlení jihozápadní Moravy. Přehled výzkumů 1977, 114-116."
"Ref0954","Kovárník, J. 1981: Další nálezy pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1979, 72-73."
"Ref0955","Kovárník, J. 1981: Terénní průzkum pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1980, 49–52."
"Ref0956","Kovárník, J. 1982: Horní Dunajovice (okr. Znojmo). Přehled výzkumů 1980, 50-51."
"Ref0957","Kovárník, J. 1982: Příštpo VI /o. Třebíč/. Přehled výzkumů 1980, 51."
"Ref0958","Kovárník, J. 1982: Terénní průzkum pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1980, 49-52."
"Ref0959","Kovárník, J. 1982: Terénní průzkum pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1981, 50."
"Ref0960","Kovárník, J. 1983: Archeologické nálezy na jižní a jihozápadní Moravě. Přehled výzkumů 1981, 76."
"Ref0961","Kovárník, J. 1984: Terénní archeologický průzkum na jižní a jihozápadní Moravě. Přehled výzkumů 1982, 94-100."
"Ref0962","Kovárník, J. 1985: Dosavadní výsledky leteckého archeologického průzkumu na jižní Moravě (okr. Znojmo, Brno – město). Přehled výzkumů 1983, 102-105."
"Ref0963","Kovárník, J. 1991: Nové archeologické nálezy ze Znojemska a Třebíčska /okr. Třebíč, Znojmo/. Přehled výzkumů 1988, 76-78."
"Ref0964","Kovárník, J. 1991: Nové archeologické nálezy ze Znojemska a Třebíčska /okr. Třebíč, Znojmo/.Přehled výzkumů 1988, 76-78."
"Ref0965","Kovárník, J. 1993: Další archeologické nálezy ze Znojemska a Třebíčska. Přehled výzkumů 1989, 128-131."
"Ref0966","Kovárník, J. 1993: Další archeologické nálezy ze Znojemska a Třebíčska. Přehled výzkumů 1990, 115-126"
"Ref0967","Kovárník, J. 1993: Další archeologické nálezy ze Znojemska a Třebíčska. Přehled výzkumů 1990, 115-126, 176-184."
"Ref0968","Kovárník, J. 1993: Další archeologické nálezy ze Znojemska a Třebíčska. Přehled výzkumů 1990, 115-126."
"Ref0969","Kovárník, J. 1993: Nové archeologické nálezy ze Znojemska a Třebíčska (okr. Třebíč, Znojmo). Přehled výzkumů 1989, 128-131."
"Ref0970","Kovárník, J. 1993: Záchranný archeologický výzkum neolitického sídliště Únanov VII (okr. Znojmo). Přehled výzkumů 1991, 46-47."
"Ref0971","Kovárník, J. 1999: Rašovice (okr. Vyškov). In V. Podborský (ed.) Pravěká sociokultovní architektura na Moravě. Ústav archeologie a muzeologie, Filozofická fakulta Masarykovy univerzity, Brno, 87-93."
"Ref0972","Kovárník, J. 2002: Keramické votum z Božic, brázděný vpich a jiná zjištění aneb Ján Lichardus má pravdu. Sborník prací Filozofické fakulty brněnské univerzity M7, 33-54"
"Ref0973","Kovárník, J. 2005: Mladší moravská malovaná keramika z Hnanic u Znojma. In: Cheben, I., Kuzma, I. (eds.), Otázky neolitu a eneolitu našich krajín – 2004. Archeologický ústav Slovenskej akadémie vied. Nitra, 161-184."
"Ref0974","Kovárník, J., Bláha, R., Kalferst, J.  2011: Nálezy lengyelské a malické kultury z Předměříc nad Labem. Praehistorica XXIX, 153-197."
"Ref0975","Kovárník, J., Tichý, R. 2009-2010: Moravská malovaná keramika z Tuněchod, okr. Chrudim. Sborník prací Filozofické fakulty brněnské univerzity M 14-15, 149-176."
"Ref0976","Král, J. 1956: Hrob s moravskou malovanou keramikou v Brně - Králově poli. Archeologické rozhledy VIII, 9-13."
"Ref0977","Kren, H. 2000: KG Leodagger. Fundberichte aus Österreich 39, 553."
"Ref0978","Kren, H. 2002: KG Oberretzbach. Fundberichte aus Österreich 41, 567."
"Ref0979","Kren, H. 2002: KG Pulkau. Fundberichte aus Österreich 41, 570."
"Ref0980","Kren, M., Artner, G. Aczél, K., Fiedler, S. 2009: KG Kettlasbrunn. Fundberichte aus Österreich 48, 366."
"Ref0981","Krenn-Leeb, A., Hasenöhrl, G. 1994: KG Gaubitsch. Fundberichte aus Österreich 33, 472-476, 477."
"Ref0982","Krenn, M. Artner, G., Baumgart, S. 2010: KG Wilfersdorf. Fundberichte aus Österreich 49, 326-327."
"Ref0983","Krenn, M., Gottfried, A., Fiedler, S. 2008: KG Poysbrunn.  Fundberichte aus Österreich 47, 33-34."
"Ref0984","Krenn, M., Gottfried, A., Preinfalk, F. 2009: KG Ebendorf. Fundberichte aus Österreich 48, 361-362"
"Ref0985","Krpálek, J. 2019: Sídliště kultury nálevkovitých pohárů na trase dálnice D 11 u Jaroměře (okr. Náchod). Ročenka 2018. Archeologické centrum Olomouc. Olomouc"
"Ref0986","Kršková, M. 2014: Sídliště kultury s moravskou malovanou keramikou z lokality Křenovice 2 v trati „Vinice“ (okr. Přerov). Ročenka 2013. Archeologické centrum Olomouc, Olomouc, 64-86."
"Ref0987","Kubín, P. 2009: Pravěké a raně středověké osídlení katastru Velkých Němčic. In: Mlateček, K., Svoboda, M. (eds.): Velké Němčice. Městys Velké Němčice. Velké Němčice, 35-45."
"Ref0988","Kuča, M, Nývltová Fišáková, M, Škrdla, P. Vokáč, M. 2012: Lokalita staršího stupně kultury s moravskou malovanou keramikou v Březníku na Českomoravské vrchovině. Sborník prací filozofické fakulty brněnské univerzity M 17, 95-120."
"Ref0989","Kuča, M, Nývltová Fišáková, M, Škrdla, P. Vokáč, M. 2012: Lokalita staršího stupně kultury s moravskou malovanou keramikou v Březníku na Českomoravské vrchovině. Sborník prací Filozofické fakulty brněnské univerzity M 17, 95-120."
"Ref0990","Kuča, M. 2002: Brno (k. ú. Žebětín, okr. Brno – město). Přehled výzkumů 43/2001, 154."
"Ref0991","Kuča, M. 2008: Brno (k.ú. Žebětín, okr. Brno-město). Přehled výzkumů 49, 273."
"Ref0992","Kuča, M. 2008: Sídliště fáze IC kultury s moravskou malovanou keramikou v Mokré u Brna, okr. Brno-venkov. In: Klápště, J., Měřínský, Z. (eds.), Dissertationes Archaeologicae Brunenses/Pragensesque. Supplemetum I. Moravskoslezská škola doktorských studií. Seminář 1, Brno, 36–41."
"Ref0993","Kuča, M. 2009: Neolitické osídlení jižní části Boskovické brázdy. Současný stav poznání podle průzkumu v letech 1999-2006. Sborník prací Filozofické fakulty brněnské univerzity M 12- 13, 23-48."
"Ref0994","Kuča, M. 2009: Neolitické osídlení jižní části Boskovické brázdy. Současný stav poznání podle průzkumu v letech 1999-2006. Sborník prací Filozofické fakulty brněnské univerzity M 12-13, 23-48."
"Ref0995","Kuča, M. 2019: Moravský Krumlov (okr. Znojmo). Přehled výzkumů 60-1, 180-181."
"Ref0996","Kuča, M. 2020: Moravský Krumlov (okr. Znojmo). Přehled výzkumů 61-1, 149."
"Ref0997","Kuča, M. Matějec, P. 2010: Brno (k.ú. Líšeň, okr. Brno-město). Přehled výzkumů 51, 306-310."
"Ref0998","Kuča, M. Smíšek, K., Žákovský, P. 2001: Rozdrojovice (okr. Brno-venkov). Přehled výzkumů 42 (2000), 173."
"Ref0999","Kuča, M., Čihák, R., Vokáč, M. 2000: Lhánice (okr. Třebíč). Přehled výzkumů 42, 132"
"Ref1000","Kuča, M., Kazdová, E., Hladilová, Š., Nývltová Fišáková, M., Prokeš, L. 2010: Těšetice-Kyjovice 7/Osídlení kultury s moravskou malovanou keramikou mezi příkopem a vnější palisádou rondelu. Masarykova univerzita, Filozofická fakulta Ústav archeologie a muzeologie. Brno."
"Ref1001","Kuča, M., Kazdová, E., Přichystal, A. 2005: Sídliště kultury s moravskou malovanou keramikou staršího stupně v Brně-Žebětíně. Poznámky k fázi Ib kultury s MMK v brněnské kotlině. Pravěk NŘ 13, 28-66."
"Ref1002","Kuča, M., Kirchner, K., Přichystal, A., Vachůt, P. 2018: Pravěká minulost skrytá pod hladinou Brněnské přehrady. Brno v minulosti a dnes 31, 199 – 210."
"Ref1003","Kuča, M., Kovář, J., Nývltová Fišáková, M., Přichystal, A. 2006: Lengyelské osídlení hradní ostrožny v Lelekovicích, okr. Brno-venkov. Acta musei moraviae, Scientiae sociales XIC, 89-98."
"Ref1004","Kuča, M., Kučová, J. 2015: Nálezy jordanovské kultury z Mohelna, okres Třebíč. Západní Morava XIX, 139-145."
"Ref1005","Kuča, M., Kučová, J. 2017: Veverská Bitýška (okr. Brno-venkov). Přehled výzkumů 58-1, 179-180."
"Ref1006","Kuča, M., Milo, P., Vokáč, M., Škrdla, P. 2011: Rondel na neolitickém sídlišti u Mohelna na jihozápadní Moravě. Praehistorica XXIX, 213-227."
"Ref1007","Kuča, M., Schenk, Z., Škrdla, P. 2008: Bělov (okr. Zlín). Přehled výzkumů 49, 269."
"Ref1008","Kuča, M., Škrdla, P. 2006: Bílovice (okr. Uherské Hradiště). Přehled výzkumů 47, 101."
"Ref1009","Kuča, M., Škrdla, P. 2006: Březolupy (okr. Uherské Hradiště). Přehled výzkumů 47, 103-104."
"Ref1010","Kuča, M., Škrdla, P. 2006c: Tučapy (okr. Uherské Hradiště). Přehled výzkumů 47, 117."
"Ref1011","Kuča, M., Škrdla, P. 2010: Domanín (okr. Hodonín). Přehled výzkumů 51, 311."
"Ref1012","Kuča, M., Škrdla, P. 2011: Bošovice (okr. Vyškov). Přehled výzkumů 52-1, 159-160."
"Ref1013","Kuča, M., Škrdla, P., Vokáč, M. 2009: Analýza povrchové kolekce z výšinné neolitické lokality v Popovicích-Miloníně. Slovácko 51, 139-150."
"Ref1014","Kuča, M., Šlajsna, J., Šimral, B. 2004: Brno (k.ú. Bystrc, okr. Brno-město). Přehled výzkumů 45, 121-122."
"Ref1015","Kuča, M., Šlajsna, J., Žákovský, P. 2001: Mohelno (okr. Třebíč). Přehled výzkumů 42 (2000), 133."
"Ref1016","Kuča, M., Vokáč, M. 2001: Neolitické sídliště u Lukovan (okr. Brno-venkov). Archeologie Moravy a Slezska, 135."
"Ref1017","Kuča, M., Vokáč, M. 2002: Bohušice (okr. Třebíč). Přehled výzkumů 43, 153."
"Ref1018","Kuča, M., Vokáč, M. 2002: Brno (k. ú. Komín, okr. Brno-město). Přehled výzkumů 43, 154."
"Ref1019","Kuča, M., Vokáč, M. 2003: Říčany (okr. Brno-venkov). Přehled výzkumů 44, 211."
"Ref1020","Kuča, M., Vokáč, M. 2006: Štítary (okr. Znojmo). Přehled výzkumů 47, 155."
"Ref1021","Kuča, M., Vokáč, M., Kovář, J. 2004: Zakřany (okr. Brno-venkov). Přehled výzkumů 45, 133."
"Ref1022","Kuča, M., Vokáč, M., Nývltová Fišáková, M. 2009: Sídliště kultury s moravskou malovanou keramikou u Šebkovic a jeho přínos k absolutnímu datování mladého neolitu na Českomoravské vrchovině. Acta musei moraviae, Scientiae sociales XCIV, 65-88."
"Ref1023","Kuča, M., Vokáč, M., Prokeš, L. 2007: Mohelno (okr. Třebíč). Přehled výzkumů 48, 347."
"Ref1024","Kuča, M., Žákovský, P. 2001: Brno (k. ú. Kniníčky, okr. Brno-město). Přehled výzkumů 42 (2000), 130."
"Ref1025","Kuča, M., Žákovský, P. 2001: Sivice (okr. Brno-venkov). Přehled výzkumů 42 (2000), 141-142."
"Ref1026","Kuča, M., Žákovský, P. 2003: Povrchový průzkum katastru obce Jinačovice (okr. Brno-venkov). Přehled výzkumů 44, 49-50."
"Ref1027","Kundera, L. 1987: Neolitische Funde bei Dolní Věstonice /bez. Břeclav/. Přehled výzkumů 1984, 21."
"Ref1028","Kyselý, R. 2012: Paleoekonomika lengyelského období a eneolitu Čech a Moravy z pohledu archeozoologie. Památky archeologické CIII, 5-70"
"Ref1029","Kyselý, R. 2012: Paleoekonomika lengyelského období a eneolitu Čech a Moravy z pohledu archeozoologie. Památky archeologické CIII, 5-70."
"Ref1030","Kytlicová, O. 1957: Sídliště s vypíchanou keramikou ve Vinoři u Prahy. Archeologické rozhledy 9, 1957, 310–317"
"Ref1031","Kytlicová, O. 1957: Sídliště s vypíchanou keramikou ve Vinoři u Prahy. Archeologické rozhledy 9, 1957, 310–317."
"Ref1032","lang=en"
"Ref1033","Langová, J. 1989: Objekt kultury s moravskou malovanou keramikou v Gottwaldově - Malenovicích /okr. Gottwaldov/. Přehled výzkumů 1986, 23."
"Ref1034","Langová, J. 1993: Záchranný výzkum v Tlumačově v r. 1990 (okr. Zlín). Přehled výzkumů 1990, 126-127."
"Ref1035","Langrová, L. 2010: Moravská malovaná keramika ze sídliště Bořitov – „Býkovky“. Manuscript of BA Thesis, Masaryk University, Brno. On-line: https://is.muni.cz/th/g141t/?lang=en"
"Ref1036","Lauermann, E. 1978: Guttenbrunn. Fundberichte aus Österreich 17, 232."
"Ref1037","Lečbych, M. 2010: Černá Hora (okr. Blansko). Přehled výzkumů 51, 310"
"Ref1038","Lečbych, M. 2010: Znojmo (okr. Znojmo). Přehled výzkumů 51, 339-340"
"Ref1039","Lečbych, M. 2011: Černá Hora (okr. Blansko). Přehled výzkumů 52, 161."
"Ref1040","Lečbych, M. 2012: Zástřizly (okr. Kroměříž). Přehled výzkumů 53-1, 140."
"Ref1041","Lečbych, M. 2013: Dambořice (okr. Hodonín). Přehled výzkumů 54-1, 139"
"Ref1042","Lečbych, M. 2016: Dambořice (okr. Hodonín). Přehled výzkumů 57-1, 160"
"Ref1043","Lečbych, M. 2020: Velké Hostěrádky (okr. Břeclav). Přehled výzkumů 61-1, 155."
"Ref1044","Lečbych, M. 2020: Vrbice (k. ú. Vrbice u Velkých Pavlovic, okr. Břeclav). Přehled výzkumů 61-1, 155."
"Ref1045","Lečbychová, O., Kuča, M., Vokáč, M. 2016: Neolitické sídliště v Popůvkách, okr. Brno-venkov – stav poznání pramenné základny k roku 2005. Přehled výzkumů 54-1, 27-45."
"Ref1046","Lederer, H. 1980: Poysbrunn. Fundberichte aus Österreich 19, 356."
"Ref1047","Leeb, A. 1991: Neolithische Siedlungen und bronzezeitlische Gräber in Grub an der March. Fundberichte aus Österreich 30, 30-32"
"Ref1048","Lenneis, E. 1983: KG Gaubitsch. Fundberichte aus Österreich 22, 226."
"Ref1049","Lenneis, E., Neugebauer-Maresch, Ch., Ruttkay, E. 1995: Jungsteinzeit im osten Österreichs, St. Pölten-Wien: Niederösterreichisches Pressehaus."
"Ref1050","Lenneis, E., Neugebauer-Maresch, Ch., Ruttkay, E. 1995: Jungsteinzeit im osten Österreichs, St. Pölten-Wien. Niederösterreichisches Pressehaus"
"Ref1051","Lenneis, E., Neugebauer-Maresch, Ch., Ruttkay, E. 1995: Jungsteinzeit im osten Österreichs, St. Pölten-Wien. Niederösterreichisches Pressehaus."
"Ref1052","Ličman, A. 1921: Slavkovský okres. Vlastivěda moravská. Brno."
"Ref1053","Lutovský a kol. 2010"
"Ref1054","Lutovský a kol. 2018"
"Ref1055","Lutovský, M. a kol. 2010: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v letech 2007 a 2008. Archeologie středních Čech 14/2, 975-1026."
"Ref1056","Lutovský, M. a kol. 2011: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v letech 2009 a 2010. Archeologie středních Čech 15/2,1147-1197."
"Ref1057","Lutovský, M. a kol. 2014: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2013. Archeologie středních Čech 18/2, 935-957"
"Ref1058","Lutovský, M. a kol. 2014: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2013. Archeologie středních Čech 18/2, 935-957."
"Ref1059","Lutovský, M. a kol. 2015: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2014. Archeologie středních Čech 19/2, 847-871."
"Ref1060","Lutovský, M. a kol. 2016: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2015. Archeologie středních Čech 20/2, 899-920."
"Ref1061","Lutovský, M. a kol. 2017: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2016. Archeologie středních Čech 21/2, 903-926"
"Ref1062","Lutovský, M. a kol. 2017: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2016. Archeologie středních Čech 21/2, 903-926."
"Ref1063","Lutovský, M. a kol. 2018: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2017. Archeologie středních Čech 22/2, 745-774."
"Ref1064","Lutovský, M. a kol. 2019: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2018. Archeologie středních Čech 23/2, 735-765."
"Ref1065","Lutovský, M., Smejtek, L. et al. 2005: Pravěká Praha. Libri. Praha."
"Ref1066","Malá, P. 2011: Struktura osídlení lidu kultury s lineární keramikou na Prostějovsku. Manuscript of MA thesis. Masaryk University, Brno. On-line: https://is.muni.cz/th/l7132/"
"Ref1067","Malach, R. 2014: Vanovice (okr. Blansko). Přehled výzkumů 55-1, 190-191"
"Ref1068","Marková, K., Elschek, K. 2002: Ďalší záchranný výskum v Gajaroch. Archeologické výskumy a nálezy na Slovensku v roku 2001-1, 130-133."
"Ref1069","Matějíčková, A. 1997: Archeologické lokality na katastru obce Uherčice (okr. Břeclav). Jižní Morava 33, 159-163."
"Ref1070","Matějíčková, A. 2000: Kramolín 2000. Excavation report 89/00. Ústav archeologické památkové péče Brno."
"Ref1071","Matějíčková, A. 2000: Šlapanice 2000. Excavation report 130/00. Ústav archeologické památkové péče Brno."
