id,chrono,label
M1239,LgK,LgK
M1240,LgK,LgK
M1241,LgK,LgK
M1242,TRB,TRB
M1243,LgK,LgK
M1243,ENE,Proto Ene.
M1244,LgK,LgK
M1244,ENE,Proto Ene.
M1245,SBK,SBK
M1246,LgK,LgK
M1246,TRB,TRB
M1247,LgK,LgK
M1248,LgK,LgK
M1249,LgK,LgK
M1250,LgK,LgK
M1251,LgK,LgK
M1252,LgK,LgK
M1253,LgK,LgK
M1254,LgK,LgK
M1255,LgK,LgK
M1256,LgK,LgK
M1256,ENE,Proto Ene.
M1257,TRB,TRB
M1258,LgK,LgK
M1259,LgK,LgK
M1260,LgK,LgK
M1260,ENE,Proto Ene.
M1260,TRB,TRB
M1261,LgK,LgK
M1262,LgK,LgK
M1263,LgK,LgK
M1264,LgK,LgK
M1265,LgK,LgK
M1266,SBK,SBK
M1267,LgK,LgK
M1268,LgK,LgK
M1269,LgK,LgK
M1270,LgK,LgK
M1271,LgK,LgK
M1271,ENE,Proto Ene.
M1272,TRB,TRB
M1273,LgK,LgK
M1274,LgK,LgK
M1275,LgK,LgK
M1276,LgK,LgK
M1276,ENE,Proto Ene.
M1276,TRB,TRB
M1277,LgK,LgK
M1278,TRB,TRB
M1279,LgK,LgK
M1280,LgK,LgK
M1281,LgK,LgK
M1282,LgK,LgK
M1283,LgK,LgK
M1284,LgK,LgK
M1285,LgK,LgK
M1285,ENE,Proto Ene.
M1286,LgK,LgK
M1287,SBK,SBK
M1287,LgK,LgK
M1288,LgK,LgK
M1289,LgK,LgK
M1290,LgK,LgK
M1290,TRB,TRB
M1291,LgK,LgK
M1292,LgK,LgK
M1293,LgK,LgK
M1294,LgK,LgK
M1294,TRB,TRB
M1295,TRB,TRB
M1296,LgK,LgK
M1297,LgK,LgK
M1297,TRB,TRB
M1298,LgK,LgK
M1299,TRB,TRB
M1300,LgK,LgK
M1301,LgK,LgK
M1302,LgK,LgK
M1302,TRB,TRB
M1303,LgK,LgK
M1304,SBK,SBK
M1305,LgK,LgK
M1306,SBK,SBK
M1306,LgK,LgK
M1307,LgK,LgK
M1308,LgK,LgK
M1309,TRB,TRB
M1310,LgK,LgK
M1311,LgK,LgK
M1312,LgK,LgK
M1313,LgK,LgK
M1314,LgK,LgK
M1315,LgK,LgK
M1315,TRB,TRB
M1316,LgK,LgK
M1316,TRB,TRB
M1317,LgK,LgK
M1318,LgK,LgK
M1319,LgK,LgK
M1320,LgK,LgK
M1321,LgK,LgK
M1322,LgK,LgK
M1323,LgK,LgK
M1324,LgK,LgK
M1325,LgK,LgK
M1326,LgK,LgK
M1327,LgK,LgK
M1328,LgK,LgK
M1329,LgK,LgK
M1330,LgK,LgK
M1331,TRB,TRB
M1332,LgK,LgK
M1332,ENE,Proto Ene.
M1333,LgK,LgK
M1334,LgK,LgK
M1335,SBK,SBK
M1335,LgK,LgK
M1336,LgK,LgK
M1337,SBK,SBK
M1337,LgK,LgK
M1338,LgK,LgK
M1338,ENE,Proto Ene.
M1339,LgK,LgK
M1340,LgK,LgK
M1341,LgK,LgK
M1342,LgK,LgK
M1342,TRB,TRB
M1343,LgK,LgK
M1343,ENE,Proto Ene.
M1344,LgK,LgK
M1345,LgK,LgK
M1346,LgK,LgK
M1347,LgK,LgK
M1348,LgK,LgK
M1349,LgK,LgK
M1350,LgK,LgK
M1351,LgK,LgK
M1352,LgK,LgK
M1352,TRB,TRB
M1353,SBK,SBK
M1354,TRB,TRB
M1355,LgK,LgK
M1356,TRB,TRB
M1357,LgK,LgK
M1357,ENE,Proto Ene.
M1358,LgK,LgK
M1359,LgK,LgK
M1360,LgK,LgK
M1361,LgK,LgK
M1361,ENE,Proto Ene.
M1362,LgK,LgK
M1363,LgK,LgK
M1364,LgK,LgK
M1365,LgK,LgK
M1366,LgK,LgK
M1367,LgK,LgK
M1368,LgK,LgK
M1369,LgK,LgK
M1370,LgK,LgK
M1371,LgK,LgK
M1372,TRB,TRB
M1373,LgK,LgK
M1374,LgK,LgK
M1375,SBK,SBK
M1376,LgK,LgK
M1377,LgK,LgK
M1378,LgK,LgK
M1379,LgK,LgK
M1380,LgK,LgK
M1381,LgK,LgK
M1381,ENE,Proto Ene.
M1382,LgK,LgK
M1382,ENE,Proto Ene.
M1383,LgK,LgK
M1383,ENE,Proto Ene.
M1383,TRB,TRB
M1384,TRB,TRB
M1385,LgK,LgK
M1386,LgK,LgK
M1387,LgK,LgK
M1388,LgK,LgK
M1389,LgK,LgK
M1390,LgK,LgK
M1391,SBK,SBK
M1391,LgK,LgK
M1392,LgK,LgK
M1393,TRB,TRB
M1394,LgK,LgK
M1394,ENE,Proto Ene.
M1395,LgK,LgK
M1395,ENE,Proto Ene.
M1395,TRB,TRB
M1396,LgK,LgK
M1397,TRB,TRB
M1399,LgK,LgK
M1400,SBK,SBK
M1400,LgK,LgK
M1400,ENE,Proto Ene.
M1401,SBK,SBK
M1401,LgK,LgK
M1402,LgK,LgK
M1403,LgK,LgK
M1404,LgK,LgK
M1405,LgK,LgK
M1405,ENE,Proto Ene.
M1405,TRB,TRB
M1406,TRB,TRB
M1407,LgK,LgK
M1408,LgK,LgK
M1409,LgK,LgK
M1409,ENE,Proto Ene.
M1409,TRB,TRB
M1410,SBK,SBK
M1410,LgK,LgK
M1411,SBK,SBK
M1412,SBK,SBK
M1412,LgK,LgK
M1413,SBK,SBK
M1413,LgK,LgK
M1414,TRB,TRB
M1415,LgK,LgK
M1415,ENE,Proto Ene.
M1416,LgK,LgK
M1417,TRB,TRB
M1418,TRB,TRB
M1419,LgK,LgK
M1420,LgK,LgK
M1421,SBK,SBK
M1421,LgK,LgK
M1422,TRB,TRB
M1423,LgK,LgK
M1424,LgK,LgK
M1425,LgK,LgK
M1426,LgK,LgK
M1427,LgK,LgK
M1428,LgK,LgK
M1429,LgK,LgK
M1430,SBK,SBK
M1430,LgK,LgK
M1430,TRB,TRB
M1431,LgK,LgK
M1432,LgK,LgK
M1433,LgK,LgK
M1434,LgK,LgK
M1435,LgK,LgK
M1436,LgK,LgK
M1437,LgK,LgK
M1437,ENE,Proto Ene.
M1438,LgK,LgK
M1438,TRB,TRB
M1439,LgK,LgK
M1440,LgK,LgK
M1441,SBK,SBK
M1442,LgK,LgK
M1443,LgK,LgK
M1444,LgK,LgK
M1445,LgK,LgK
M1446,LgK,LgK
M1446,TRB,TRB
M1447,LgK,LgK
M1448,LgK,LgK
M1449,LgK,LgK
M1450,LgK,LgK
M1451,SBK,SBK
M1451,LgK,LgK
M1452,LgK,LgK
M1452,TRB,TRB
M1453,LgK,LgK
M1454,LgK,LgK
M1455,LgK,LgK
M1456,LgK,LgK
M1457,LgK,LgK
M1458,LgK,LgK
M1459,LgK,LgK
M1460,LgK,LgK
M1461,SBK,SBK
M1461,LgK,LgK
M1462,LgK,LgK
M1463,LgK,LgK
M1463,ENE,Proto Ene.
M1464,SBK,SBK
M1464,LgK,LgK
M1464,ENE,Proto Ene.
M1465,LgK,LgK
M1466,TRB,TRB
M1467,LgK,LgK
M1468,LgK,LgK
M1469,LgK,LgK
M1470,LgK,LgK
M1471,LgK,LgK
M1472,LgK,LgK
M1473,LgK,LgK
M1474,LgK,LgK
M1474,ENE,Proto Ene.
M1475,LgK,LgK
M1476,LgK,LgK
M1476,ENE,Proto Ene.
M1477,LgK,LgK
M1478,SBK,SBK
M1478,LgK,LgK
M1479,SBK,SBK
M1479,TRB,TRB
M1480,LgK,LgK
M1481,LgK,LgK
M1482,LgK,LgK
M1483,LgK,LgK
M1484,LgK,LgK
M1484,ENE,Proto Ene.
M1485,LgK,LgK
M1485,TRB,TRB
M1486,LgK,LgK
M1487,LgK,LgK
M1487,TRB,TRB
M1488,LgK,LgK
M1488,ENE,Proto Ene.
M1488,TRB,TRB
M1489,LgK,LgK
M1490,LgK,LgK
M1491,LgK,LgK
M1492,TRB,TRB
M1493,LgK,LgK
M1494,LgK,LgK
M1495,LgK,LgK
M1495,TRB,TRB
M1496,LgK,LgK
M1497,SBK,SBK
M1498,LgK,LgK
M1499,SBK,SBK
M1499,LgK,LgK
M1500,LgK,LgK
M1501,LgK,LgK
M1501,ENE,Proto Ene.
M1502,LgK,LgK
M1502,ENE,Proto Ene.
M1503,LgK,LgK
M1503,ENE,Proto Ene.
M1504,LgK,LgK
M1505,LgK,LgK
M1505,ENE,Proto Ene.
M1505,TRB,TRB
M1506,LgK,LgK
M1507,LgK,LgK
M1508,SBK,SBK
M1508,LgK,LgK
M1509,LgK,LgK
M1510,LgK,LgK
M1511,LgK,LgK
M1512,LgK,LgK
M1513,LgK,LgK
M1514,LgK,LgK
M1515,TRB,TRB
M1516,LgK,LgK
M1517,LgK,LgK
M1518,LgK,LgK
M1519,LgK,LgK
M1520,LgK,LgK
M1521,LgK,LgK
M1522,LgK,LgK
M1523,LgK,LgK
M1524,LgK,LgK
M1525,LgK,LgK
M1526,LgK,LgK
M1527,LgK,LgK
M1528,LgK,LgK
M1529,LgK,LgK
M1530,LgK,LgK
M1531,LgK,LgK
M1532,LgK,LgK
M1533,LgK,LgK
M1533,TRB,TRB
M1534,LgK,LgK
M1535,LgK,LgK
M1536,LgK,LgK
M1537,LgK,LgK
M1538,LgK,LgK
M1539,LgK,LgK
M1540,LgK,LgK
M1542,LgK,LgK
M1543,LgK,LgK
M1544,LgK,LgK
M1545,TRB,TRB
M1546,TRB,TRB
M1547,LgK,LgK
M1548,TRB,TRB
M1549,LgK,LgK
M1550,TRB,TRB
M1551,LgK,LgK
M1551,TRB,TRB
M1552,TRB,TRB
M1553,LgK,LgK
M1554,LgK,LgK
M1554,TRB,TRB
M1555,LgK,LgK
M1556,LgK,LgK
M1557,TRB,TRB
M1558,TRB,TRB
M1559,LgK,LgK
M1560,LgK,LgK
M1561,LgK,LgK
M1562,TRB,TRB
M1563,LgK,LgK
M1564,LgK,LgK
M1565,LgK,LgK
M1566,LgK,LgK
M1567,LgK,LgK
M1568,LgK,LgK
M1569,LgK,LgK
M1570,LgK,LgK
M1571,TRB,TRB
M1572,LgK,LgK
M1572,ENE,Proto Ene.
M1573,LgK,LgK
M1574,LgK,LgK
M1575,LgK,LgK
M1575,ENE,Proto Ene.
M1576,LgK,LgK
M1577,TRB,TRB
M1578,TRB,TRB
M1579,LgK,LgK
M1580,TRB,TRB
M1581,LgK,LgK
M1582,LgK,LgK
M1583,ENE,Proto Ene.
M1584,LgK,LgK
M1585,LgK,LgK
