id,reference
M0051,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Brno: Muzejní a vlastivědná společnost."
M1454,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Brno: Muzejní a vlastivědná společnost."
M1047,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno"
M1050,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno"
M1059,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno"
M1112,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno"
M1128,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno"
M0381,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno."
M0628,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno."
M0843,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno."
M0960,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno."
M0961,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno."
M0963,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno."
M1206,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno."
M1323,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno."
M1324,"Koštuřík, P., Kovárník, J., Měřínský, Z., Oliva, M. 1986: Pravěk Třebíčska. Muzejní a vlastivědná společnost. Brno."
M0734,"Koštuřík, P., Rakovský, I., Peške, L., Přichystal, A., Salaš, M., Svoboda, J. 1984: Sídliště mladšího stupně kultury s moravskou malovanou keramikou v Jezeřanech-Maršovicích. Památky archeologické XXXIV, 378-410."
M0230,"Koštuřík, P., Rumianová, A., Přichystal, A. 1998: Nálezy jordanovské keramiky z Drnovic a Radslavic (okr. Vyškov). Pravěk NŘ 1997/7, 129-147."
M1136,"Koštuřík, P., Rumianová, A., Přichystal, A. 1998: Nálezy jordanovské keramiky z Drnovic a Radslavic (okr. Vyškov). Pravěk NŘ 1997/7, 129-147."
M0211,"Koštuřík, P., Šebela, L. 1994: Eneolitická sídliště v Dolních Věstonicích, okr. Břeclav. Pravěk NŘ 2, 183-204."
M0212,"Koštuřík, P., Šebela, L. 1994: Eneolitická sídliště v Dolních Věstonicích, okr. Břeclav. Pravěk NŘ 2, 183-204."
M0764,"Koštuřík, P., Stuchlíková, J., Stuchlík, S. 1982: Neolitické a eneolitické nálezy z jeskyně Turold u Mikulova, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 27, 75-92."
M1015,"Koštuřík, P., Unger, J. 1977-1978: Sídlištní objekt kultury s moravskou malovanou keramikou v trati „Pod Děvínem“ u Pavlova, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 22-23, 67-76."
M1305,"Koštuřík, P., Unger, J. 1982: Pravěké nálezy ze Šakvic, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 27, 286-290."
M0070,"Koštuřík, P., Unger, J. 1985: Neolitická sídliště lidu s moravskou malovanou keramikou u Divák, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 30, 41-72."
M0182,"Koštuřík, P., Unger, J. 1985: Neolitická sídliště lidu s moravskou malovanou keramikou u Divák, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 30, 41-72."
M0183,"Koštuřík, P., Unger, J. 1985: Neolitická sídliště lidu s moravskou malovanou keramikou u Divák, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 30, 41-72."
M0185,"Koštuřík, P., Unger, J. 1985: Neolitická sídliště lidu s moravskou malovanou keramikou u Divák, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 30, 41-72."
M0186,"Koštuřík, P., Unger, J. 1985: Neolitická sídliště lidu s moravskou malovanou keramikou u Divák, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 30, 41-72."
M0187,"Koštuřík, P., Unger, J. 1985: Neolitická sídliště lidu s moravskou malovanou keramikou u Divák, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 30, 41-72."
M0189,"Koštuřík, P., Unger, J. 1985: Neolitická sídliště lidu s moravskou malovanou keramikou u Divák, okr. Břeclav. Sborník prací Filosofické fakulty brněnské university E 30, 41-72."
M0700,"Kotas, J. 1974: Keramika kultury nálevkovitých pohárů z hradiska v Lulči. Přehled výzkumů 1973, 20."
M0313,"Kotas, J. 1974: Výsledky dosavadního výzkumu na lokalitě Habrovany. Přehled výzkumů 73, 113-114."
B0059,"Kovářík J. 1980: Archaeologica Pragensia 1, 55-97"
B0059,"Kovářík J. 1981: Praehistorica VII, 85-89"
B0059,"Kovářík J. 1983: Archaeologica Pragensia 4,   137-168"
M0050,"Kovárník, J. 1975: Nové archeologické nálezy z okolí Jaroměřic n. R. (okr. Třebíč) . Přehled výzkumů 1974, 92-93"
M0372,"Kovárník, J. 1975: Nové archeologické nálezy z okolí Jaroměřic n/ R. (okr. Třebíč). Přehled výzkumů 1974, 92-93."
M0643,"Kovárník, J. 1975: Nové archeologické nálezy z okolí Jaroměřic n/R /okr. Třebíč/. Přehled výzkumů 1974, 92-93."
M0370,"Kovárník, J. 1977: Terénní průzkum horního toku Rokytné a Jevišovky. Přehled výzkumů 1975, 95-96."
M0371,"Kovárník, J. 1977: Terénní průzkum horního toku Rokytné a Jevišovky. Přehled výzkumů 1975, 95-96."
M0461,"Kovárník, J. 1977: Terénní průzkum horního toku Rokytné a Jevišovky. Přehled výzkumů 1975, 95-96."
M0462,"Kovárník, J. 1977: Terénní průzkum horního toku Rokytné a Jevišovky. Přehled výzkumů 1975, 95-96."
M1490,"Kovárník, J. 1977: Terénní průzkum horního toku Rokytné a Jevišovky. Přehled výzkumů 1975, 95-96."
M0842,"Kovárník, J. 1978: Další nálezy pravěkého osídlení regionu horního toku Rokytné /okr. Třebíč/. Přehled výzkumů 1976, 120-121."
M0433,"Kovárník, J. 1978: Jaroměřice n. Rok. V /okr. Třebíč/. Přehled výzkumů 1976, 120-121."
M1115,"Kovárník, J. 1978: Příštpo III /okr. Třebíč/. Přehled výzkumů 1976, 121."
M0962,"Kovárník, J. 1980: Nově zjištěné lokality pravěkého osídlení jihozápadní Moravy. Přehled výzkumů 1977, 114-116"
M1019,"Kovárník, J. 1980: Nově zjištěné lokality pravěkého osídlení jihozápadní Moravy. Přehled výzkumů 1977, 114-116."
M1114,"Kovárník, J. 1980: Příštpo /o. Třebíč/. Přehled výzkumů 1977, 115."
M1325,"Kovárník, J. 1980: Štěpánovice II /okr. Třebíč/. Přehled výzkumů 1977, 116."
M0067,"Kovárník, J. 1980a: Nově zjištěné lokality pravěkého osídlení jihozápadní Moravy. Přehled výzkumů 1977, 114-116."
M0648,"Kovárník, J. 1980a: Nově zjištěné lokality pravěkého osídlení jihozápadní Moravy. Přehled výzkumů 1977, 114-116."
M0436,"Kovárník, J. 1981: Další nálezy pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1979, 72-73."
M0437,"Kovárník, J. 1981: Další nálezy pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1979, 72-73."
M0438,"Kovárník, J. 1981: Další nálezy pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1979, 72-73."
M1218,"Kovárník, J. 1981: Další nálezy pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1979, 72-73."
M1219,"Kovárník, J. 1981: Další nálezy pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1979, 72-73."
M1420,"Kovárník, J. 1981: Další nálezy pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1979, 72-73."
M0050,"Kovárník, J. 1981: Terénní průzkum pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1980, 49–52."
M0364,"Kovárník, J. 1982: Horní Dunajovice (okr. Znojmo). Přehled výzkumů 1980, 50-51."
M1113,"Kovárník, J. 1982: Příštpo VI /o. Třebíč/. Přehled výzkumů 1980, 51."
M0014,"Kovárník, J. 1982: Terénní průzkum pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1980, 49-52."
M0435,"Kovárník, J. 1982: Terénní průzkum pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1980, 49-52."
M0047,"Kovárník, J. 1982: Terénní průzkum pravěkého osídlení na jihozápadní Moravě. Přehled výzkumů 1981, 50."
M0456,"Kovárník, J. 1983: Archeologické nálezy na jižní a jihozápadní Moravě. Přehled výzkumů 1981, 76."
M0623,"Kovárník, J. 1983: Archeologické nálezy na jižní a jihozápadní Moravě. Přehled výzkumů 1981, 76."
M1224,"Kovárník, J. 1983: Archeologické nálezy na jižní a jihozápadní Moravě. Přehled výzkumů 1981, 76."
M1457,"Kovárník, J. 1983: Archeologické nálezy na jižní a jihozápadní Moravě. Přehled výzkumů 1981, 76."
M0063,"Kovárník, J. 1984: Terénní archeologický průzkum na jižní a jihozápadní Moravě. Přehled výzkumů 1982, 94-100."
M0142,"Kovárník, J. 1984: Terénní archeologický průzkum na jižní a jihozápadní Moravě. Přehled výzkumů 1982, 94-100."
M1391,"Kovárník, J. 1985: Dosavadní výsledky leteckého archeologického průzkumu na jižní Moravě (okr. Znojmo, Brno – město). Přehled výzkumů 1983, 102-105."
M1171,"Kovárník, J. 1991: Nové archeologické nálezy ze Znojemska a Třebíčska /okr. Třebíč, Znojmo/. Přehled výzkumů 1988, 76-78."
M1453,"Kovárník, J. 1991: Nové archeologické nálezy ze Znojemska a Třebíčska /okr. Třebíč, Znojmo/.Přehled výzkumů 1988, 76-78."
M1377,"Kovárník, J. 1993: Další archeologické nálezy ze Znojemska a Třebíčska. Přehled výzkumů 1989, 128-131."
M1378,"Kovárník, J. 1993: Další archeologické nálezy ze Znojemska a Třebíčska. Přehled výzkumů 1989, 128-131."
M1492,"Kovárník, J. 1993: Další archeologické nálezy ze Znojemska a Třebíčska. Přehled výzkumů 1990, 115-126"
M0268,"Kovárník, J. 1993: Další archeologické nálezy ze Znojemska a Třebíčska. Přehled výzkumů 1990, 115-126, 176-184."
M0337,"Kovárník, J. 1993: Další archeologické nálezy ze Znojemska a Třebíčska. Přehled výzkumů 1990, 115-126, 176-184."
M1493,"Kovárník, J. 1993: Další archeologické nálezy ze Znojemska a Třebíčska. Přehled výzkumů 1990, 115-126."
M1494,"Kovárník, J. 1993: Další archeologické nálezy ze Znojemska a Třebíčska. Přehled výzkumů 1990, 115-126."
M0303,"Kovárník, J. 1993: Nové archeologické nálezy ze Znojemska a Třebíčska (okr. Třebíč, Znojmo). Přehled výzkumů 1989, 128-131."
M0953,"Kovárník, J. 1993: Nové archeologické nálezy ze Znojemska a Třebíčska (okr. Třebíč, Znojmo). Přehled výzkumů 1989, 128-131."
M1392,"Kovárník, J. 1993: Záchranný archeologický výzkum neolitického sídliště Únanov VII (okr. Znojmo). Přehled výzkumů 1991, 46-47."
M1144,"Kovárník, J. 1999: Rašovice (okr. Vyškov). In V. Podborský (ed.) Pravěká sociokultovní architektura na Moravě. Ústav archeologie a muzeologie, Filozofická fakulta Masarykovy univerzity, Brno, 87-93."
M0336,"Kovárník, J. 2002: Keramické votum z Božic, brázděný vpich a jiná zjištění aneb Ján Lichardus má pravdu. Sborník prací Filozofické fakulty brněnské univerzity M7, 33-54"
M0338,"Kovárník, J. 2005: Mladší moravská malovaná keramika z Hnanic u Znojma. In: Cheben, I., Kuzma, I. (eds.), Otázky neolitu a eneolitu našich krajín – 2004. Archeologický ústav Slovenskej akadémie vied. Nitra, 161-184."
B0426,"Kovárník, J., Bláha, R., Kalferst, J.  2011: Nálezy lengyelské a malické kultury z Předměříc nad Labem. Praehistorica XXIX, 153-197."
B0536,"Kovárník, J., Tichý, R. 2009-2010: Moravská malovaná keramika z Tuněchod, okr. Chrudim. Sborník prací Filozofické fakulty brněnské univerzity M 14-15, 149-176."
M0551,"Král, J. 1956: Hrob s moravskou malovanou keramikou v Brně - Králově poli. Archeologické rozhledy VIII, 9-13."
M0638,"Kren, H. 2000: KG Leodagger. Fundberichte aus Österreich 39, 553."
M0947,"Kren, H. 2002: KG Oberretzbach. Fundberichte aus Österreich 41, 567."
M1122,"Kren, H. 2002: KG Pulkau. Fundberichte aus Österreich 41, 570."
M0471,"Kren, M., Artner, G. Aczél, K., Fiedler, S. 2009: KG Kettlasbrunn. Fundberichte aus Österreich 48, 366."
M0293,"Krenn-Leeb, A., Hasenöhrl, G. 1994: KG Gaubitsch. Fundberichte aus Österreich 33, 472-476, 477."
M1507,"Krenn, M. Artner, G., Baumgart, S. 2010: KG Wilfersdorf. Fundberichte aus Österreich 49, 326-327."
M1072,"Krenn, M., Gottfried, A., Fiedler, S. 2008: KG Poysbrunn.  Fundberichte aus Österreich 47, 33-34."
M0272,"Krenn, M., Gottfried, A., Preinfalk, F. 2009: KG Ebendorf. Fundberichte aus Österreich 48, 361-362"
B0613,"Krpálek, J. 2019: Sídliště kultury nálevkovitých pohárů na trase dálnice D 11 u Jaroměře (okr. Náchod). Ročenka 2018. Archeologické centrum Olomouc. Olomouc"
M0569,"Kršková, M. 2014: Sídliště kultury s moravskou malovanou keramikou z lokality Křenovice 2 v trati „Vinice“ (okr. Přerov). Ročenka 2013. Archeologické centrum Olomouc, Olomouc, 64-86."
M1441,"Kubín, P. 2009: Pravěké a raně středověké osídlení katastru Velkých Němčic. In: Mlateček, K., Svoboda, M. (eds.): Velké Němčice. Městys Velké Němčice. Velké Němčice, 35-45."
M0120,"Kuča, M, Nývltová Fišáková, M, Škrdla, P. Vokáč, M. 2012: Lokalita staršího stupně kultury s moravskou malovanou keramikou v Březníku na Českomoravské vrchovině. Sborník prací filozofické fakulty brněnské univerzity M 17, 95-120."
M0380,"Kuča, M, Nývltová Fišáková, M, Škrdla, P. Vokáč, M. 2012: Lokalita staršího stupně kultury s moravskou malovanou keramikou v Březníku na Českomoravské vrchovině. Sborník prací Filozofické fakulty brněnské univerzity M 17, 95-120."
M1563,"Kuča, M. 2002: Brno (k. ú. Žebětín, okr. Brno – město). Přehled výzkumů 43/2001, 154."
M1565,"Kuča, M. 2008: Brno (k.ú. Žebětín, okr. Brno-město). Přehled výzkumů 49, 273."
M0824,"Kuča, M. 2008: Sídliště fáze IC kultury s moravskou malovanou keramikou v Mokré u Brna, okr. Brno-venkov. In: Klápště, J., Měřínský, Z. (eds.), Dissertationes Archaeologicae Brunenses/Pragensesque. Supplemetum I. Moravskoslezská škola doktorských studií. Seminář 1, Brno, 36–41."
M0397,"Kuča, M. 2009: Neolitické osídlení jižní části Boskovické brázdy. Současný stav poznání podle průzkumu v letech 1999-2006. Sborník prací Filozofické fakulty brněnské univerzity M 12- 13, 23-48."
M0411,"Kuča, M. 2009: Neolitické osídlení jižní části Boskovické brázdy. Současný stav poznání podle průzkumu v letech 1999-2006. Sborník prací Filozofické fakulty brněnské univerzity M 12- 13, 23-48."
M1340,"Kuča, M. 2009: Neolitické osídlení jižní části Boskovické brázdy. Současný stav poznání podle průzkumu v letech 1999-2006. Sborník prací Filozofické fakulty brněnské univerzity M 12-13, 23-48."
M1459,"Kuča, M. 2009: Neolitické osídlení jižní části Boskovické brázdy. Současný stav poznání podle průzkumu v letech 1999-2006. Sborník prací Filozofické fakulty brněnské univerzity M 12-13, 23-48."
M1461,"Kuča, M. 2009: Neolitické osídlení jižní části Boskovické brázdy. Současný stav poznání podle průzkumu v letech 1999-2006. Sborník prací Filozofické fakulty brněnské univerzity M 12-13, 23-48."
M1462,"Kuča, M. 2009: Neolitické osídlení jižní části Boskovické brázdy. Současný stav poznání podle průzkumu v letech 1999-2006. Sborník prací Filozofické fakulty brněnské univerzity M 12-13, 23-48."
M1155,"Kuča, M. 2019: Moravský Krumlov (okr. Znojmo). Přehled výzkumů 60-1, 180-181."
M1156,"Kuča, M. 2020: Moravský Krumlov (okr. Znojmo). Přehled výzkumů 61-1, 149."
M0675,"Kuča, M. Matějec, P. 2010: Brno (k.ú. Líšeň, okr. Brno-město). Přehled výzkumů 51, 306-310."
M0679,"Kuča, M. Matějec, P. 2010: Brno (k.ú. Líšeň, okr. Brno-město). Přehled výzkumů 51, 306-310."
M0680,"Kuča, M. Matějec, P. 2010: Brno (k.ú. Líšeň, okr. Brno-město). Přehled výzkumů 51, 306-310."
M1164,"Kuča, M. Smíšek, K., Žákovský, P. 2001: Rozdrojovice (okr. Brno-venkov). Přehled výzkumů 42 (2000), 173."
M0662,"Kuča, M., Čihák, R., Vokáč, M. 2000: Lhánice (okr. Třebíč). Přehled výzkumů 42, 132"
M0614,"Kuča, M., Kazdová, E., Hladilová, Š., Nývltová Fišáková, M., Prokeš, L. 2010: Těšetice-Kyjovice 7/Osídlení kultury s moravskou malovanou keramikou mezi příkopem a vnější palisádou rondelu. Masarykova univerzita, Filozofická fakulta Ústav archeologie a muzeologie. Brno."
M1566,"Kuča, M., Kazdová, E., Přichystal, A. 2005: Sídliště kultury s moravskou malovanou keramikou staršího stupně v Brně-Žebětíně. Poznámky k fázi Ib kultury s MMK v brněnské kotlině. Pravěk NŘ 13, 28-66."
M0135,"Kuča, M., Kirchner, K., Přichystal, A., Vachůt, P. 2018: Pravěká minulost skrytá pod hladinou Brněnské přehrady. Brno v minulosti a dnes 31, 199 – 210."
M0636,"Kuča, M., Kovář, J., Nývltová Fišáková, M., Přichystal, A. 2006: Lengyelské osídlení hradní ostrožny v Lelekovicích, okr. Brno-venkov. Acta musei moraviae, Scientiae sociales XIC, 89-98."
M0814,"Kuča, M., Kučová, J. 2015: Nálezy jordanovské kultury z Mohelna, okres Třebíč. Západní Morava XIX, 139-145."
M1460,"Kuča, M., Kučová, J. 2017: Veverská Bitýška (okr. Brno-venkov). Přehled výzkumů 58-1, 179-180."
M0807,"Kuča, M., Milo, P., Vokáč, M., Škrdla, P. 2011: Rondel na neolitickém sídlišti u Mohelna na jihozápadní Moravě. Praehistorica XXIX, 213-227."
M0028,"Kuča, M., Schenk, Z., Škrdla, P. 2008: Bělov (okr. Zlín). Přehled výzkumů 49, 269."
M0042,"Kuča, M., Škrdla, P. 2006: Bílovice (okr. Uherské Hradiště). Přehled výzkumů 47, 101."
M0121,"Kuča, M., Škrdla, P. 2006: Březolupy (okr. Uherské Hradiště). Přehled výzkumů 47, 103-104."
M0122,"Kuča, M., Škrdla, P. 2006: Březolupy (okr. Uherské Hradiště). Přehled výzkumů 47, 103-104."
M1368,"Kuča, M., Škrdla, P. 2006c: Tučapy (okr. Uherské Hradiště). Přehled výzkumů 47, 117."
M0213,"Kuča, M., Škrdla, P. 2010: Domanín (okr. Hodonín). Přehled výzkumů 51, 311."
M0093,"Kuča, M., Škrdla, P. 2011: Bošovice (okr. Vyškov). Přehled výzkumů 52-1, 159-160."
M1058,"Kuča, M., Škrdla, P., Vokáč, M. 2009: Analýza povrchové kolekce z výšinné neolitické lokality v Popovicích-Miloníně. Slovácko 51, 139-150."
M0136,"Kuča, M., Šlajsna, J., Šimral, B. 2004: Brno (k.ú. Bystrc, okr. Brno-město). Přehled výzkumů 45, 121-122."
M0816,"Kuča, M., Šlajsna, J., Žákovský, P. 2001: Mohelno (okr. Třebíč). Přehled výzkumů 42 (2000), 133."
M0161,"Kuča, M., Vokáč, M. 2001: Neolitické sídliště u Lukovan (okr. Brno-venkov). Archeologie Moravy a Slezska, 135."
M0699,"Kuča, M., Vokáč, M. 2001: Neolitické sídliště u Lukovan (okr. Brno-venkov). Archeologie Moravy a Slezska, 135."
M0062,"Kuča, M., Vokáč, M. 2002: Bohušice (okr. Třebíč). Přehled výzkumů 43, 153."
M0514,"Kuča, M., Vokáč, M. 2002: Brno (k. ú. Komín, okr. Brno-město). Přehled výzkumů 43, 154."
M1179,"Kuča, M., Vokáč, M. 2003: Říčany (okr. Brno-venkov). Přehled výzkumů 44, 211."
M1326,"Kuča, M., Vokáč, M. 2006: Štítary (okr. Znojmo). Přehled výzkumů 47, 155."
M1527,"Kuča, M., Vokáč, M., Kovář, J. 2004: Zakřany (okr. Brno-venkov). Přehled výzkumů 45, 133."
M0767,"Kuča, M., Vokáč, M., Nývltová Fišáková, M. 2009: Sídliště kultury s moravskou malovanou keramikou u Šebkovic a jeho přínos k absolutnímu datování mladého neolitu na Českomoravské vrchovině. Acta musei moraviae, Scientiae sociales XCIV, 65-88."
M0818,"Kuča, M., Vokáč, M., Prokeš, L. 2007: Mohelno (okr. Třebíč). Přehled výzkumů 48, 347."
M0495,"Kuča, M., Žákovský, P. 2001: Brno (k. ú. Kniníčky, okr. Brno-město). Přehled výzkumů 42 (2000), 130."
M1216,"Kuča, M., Žákovský, P. 2001: Sivice (okr. Brno-venkov). Přehled výzkumů 42 (2000), 141-142."
M0459,"Kuča, M., Žákovský, P. 2003: Povrchový průzkum katastru obce Jinačovice (okr. Brno-venkov). Přehled výzkumů 44, 49-50."
M0208,"Kundera, L. 1987: Neolitische Funde bei Dolní Věstonice /bez. Břeclav/. Přehled výzkumů 1984, 21."
B0159,"Kyselý, R. 2012: Paleoekonomika lengyelského období a eneolitu Čech a Moravy z pohledu archeozoologie. Památky archeologické CIII, 5-70"
B0256,"Kyselý, R. 2012: Paleoekonomika lengyelského období a eneolitu Čech a Moravy z pohledu archeozoologie. Památky archeologické CIII, 5-70."
B0344,"Kyselý, R. 2012: Paleoekonomika lengyelského období a eneolitu Čech a Moravy z pohledu archeozoologie. Památky archeologické CIII, 5-70."
B0566,"Kytlicová, O. 1957: Sídliště s vypíchanou keramikou ve Vinoři u Prahy. Archeologické rozhledy 9, 1957, 310–317"
B0565,"Kytlicová, O. 1957: Sídliště s vypíchanou keramikou ve Vinoři u Prahy. Archeologické rozhledy 9, 1957, 310–317."
M0116,lang=en
M1204,lang=en
M1205,lang=en
M0713,"Langová, J. 1989: Objekt kultury s moravskou malovanou keramikou v Gottwaldově - Malenovicích /okr. Gottwaldov/. Přehled výzkumů 1986, 23."
M1347,"Langová, J. 1993: Záchranný výzkum v Tlumačově v r. 1990 (okr. Zlín). Přehled výzkumů 1990, 126-127."
M0132,"Langrová, L. 2010: Moravská malovaná keramika ze sídliště Bořitov – „Býkovky“. Manuscript of BA Thesis, Masaryk University, Brno. On-line: https://is.muni.cz/th/g141t/?lang=en"
M0310,"Lauermann, E. 1978: Guttenbrunn. Fundberichte aus Österreich 17, 232."
M0157,"Lečbych, M. 2010: Černá Hora (okr. Blansko). Přehled výzkumů 51, 310"
M1545,"Lečbych, M. 2010: Znojmo (okr. Znojmo). Přehled výzkumů 51, 339-340"
M0157,"Lečbych, M. 2011: Černá Hora (okr. Blansko). Přehled výzkumů 52, 161."
M1530,"Lečbych, M. 2012: Zástřizly (okr. Kroměříž). Přehled výzkumů 53-1, 140."
M0166,"Lečbych, M. 2013: Dambořice (okr. Hodonín). Přehled výzkumů 54-1, 139"
M0164,"Lečbych, M. 2016: Dambořice (okr. Hodonín). Přehled výzkumů 57-1, 160"
M1439,"Lečbych, M. 2020: Velké Hostěrádky (okr. Břeclav). Přehled výzkumů 61-1, 155."
M1440,"Lečbych, M. 2020: Velké Hostěrádky (okr. Břeclav). Přehled výzkumů 61-1, 155."
M1482,"Lečbych, M. 2020: Vrbice (k. ú. Vrbice u Velkých Pavlovic, okr. Břeclav). Přehled výzkumů 61-1, 155."
M1065,"Lečbychová, O., Kuča, M., Vokáč, M. 2016: Neolitické sídliště v Popůvkách, okr. Brno-venkov – stav poznání pramenné základny k roku 2005. Přehled výzkumů 54-1, 27-45."
M1073,"Lederer, H. 1980: Poysbrunn. Fundberichte aus Österreich 19, 356."
M0307,"Leeb, A. 1991: Neolithische Siedlungen und bronzezeitlische Gräber in Grub an der March. Fundberichte aus Österreich 30, 30-32"
M0296,"Lenneis, E. 1983: KG Gaubitsch. Fundberichte aus Österreich 22, 226."
M0031,"Lenneis, E., Neugebauer-Maresch, Ch., Ruttkay, E. 1995: Jungsteinzeit im osten Österreichs, St. Pölten-Wien: Niederösterreichisches Pressehaus."
M0031,"Lenneis, E., Neugebauer-Maresch, Ch., Ruttkay, E. 1995: Jungsteinzeit im osten Österreichs, St. Pölten-Wien. Niederösterreichisches Pressehaus"
M0279,"Lenneis, E., Neugebauer-Maresch, Ch., Ruttkay, E. 1995: Jungsteinzeit im osten Österreichs, St. Pölten-Wien. Niederösterreichisches Pressehaus."
M0552,"Ličman, A. 1921: Slavkovský okres. Vlastivěda moravská. Brno."
B0393,Lutovský a kol. 2010
B0359,Lutovský a kol. 2018
B0368,Lutovský a kol. 2018
B0026,"Lutovský, M. a kol. 2010: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v letech 2007 a 2008. Archeologie středních Čech 14/2, 975-1026."
B0383,"Lutovský, M. a kol. 2010: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v letech 2007 a 2008. Archeologie středních Čech 14/2, 975-1026."
B0496,"Lutovský, M. a kol. 2010: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v letech 2007 a 2008. Archeologie středních Čech 14/2, 975-1026."
B0024,"Lutovský, M. a kol. 2011: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v letech 2009 a 2010. Archeologie středních Čech 15/2,1147-1197."
B0369,"Lutovský, M. a kol. 2011: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v letech 2009 a 2010. Archeologie středních Čech 15/2,1147-1197."
B0389,"Lutovský, M. a kol. 2014: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2013. Archeologie středních Čech 18/2, 935-957"
B0228,"Lutovský, M. a kol. 2014: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2013. Archeologie středních Čech 18/2, 935-957."
B0591,"Lutovský, M. a kol. 2014: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2013. Archeologie středních Čech 18/2, 935-957."
B0389,"Lutovský, M. a kol. 2015: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2014. Archeologie středních Čech 19/2, 847-871."
B0465,"Lutovský, M. a kol. 2015: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2014. Archeologie středních Čech 19/2, 847-871."
B0252,"Lutovský, M. a kol. 2016: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2015. Archeologie středních Čech 20/2, 899-920."
B0342,"Lutovský, M. a kol. 2016: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2015. Archeologie středních Čech 20/2, 899-920."
B0438,"Lutovský, M. a kol. 2016: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2015. Archeologie středních Čech 20/2, 899-920."
B0600,"Lutovský, M. a kol. 2016: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2015. Archeologie středních Čech 20/2, 899-920."
B0461,"Lutovský, M. a kol. 2017: Terénní výzkumy Ústavu archeologické památkové péče středních Čech v roce 2016. Archeologie středních Čech 21/2, 903-926"
